media,condition,species,g,strainID,strain,time_h,OD,medium_batch,media1,slope,intercept,growth_inferred
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",0,7.000000000000005e-5,WCA,NA,NA,NA,TRUE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",0.30303030303030304,1.5137717387787438e-4,WCA,NA,NA,NA,TRUE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",0.6060606060606061,2.8005609367253283e-4,WCA,NA,NA,NA,TRUE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",0.9090909090909092,4.8353163368538405e-4,WCA,NA,NA,NA,TRUE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",1.2121212121212122,8.052804908376648e-4,WCA,NA,NA,NA,TRUE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",1.5151515151515151,0.0013140508672291492,WCA,NA,NA,NA,TRUE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",1.8181818181818183,0.0021185519249315,WCA,NA,NA,NA,TRUE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",2.121212121212121,0.003390681714473694,WCA,NA,NA,NA,TRUE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",2.4242424242424243,0.005402256697435879,WCA,NA,NA,NA,TRUE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",2.7272727272727275,0.008583090874375891,WCA,NA,NA,NA,TRUE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",3.0303030303030303,0.013291579180710875,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",3.3333333333333335,0.01659018464203934,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",3.6363636363636367,0.02070312483449104,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",3.9393939393939394,0.025831436548336254,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",4.242424242424242,0.029332887489449053,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",4.545454545454546,0.03253371888935541,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",4.848484848484849,0.036082996395253995,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",5.151515151515151,0.039849918840653586,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",5.454545454545455,0.04382380150760346,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",5.757575757575758,0.04819326973457713,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",6.0606060606060606,0.05303594606557945,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",6.363636363636364,0.05853315693925209,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",6.666666666666667,0.06459940630349803,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",6.96969696969697,0.07129359762976763,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",7.272727272727273,0.07720558502934738,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",7.575757575757576,0.08343171399321775,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",7.878787878787879,0.09015948499396209,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",8.181818181818182,0.09755886225860093,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",8.484848484848484,0.10565858468304674,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",8.787878787878789,0.11443029592140806,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",9.090909090909092,0.12506297197192476,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",9.393939393939394,0.13961694395542587,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",9.696969696969697,0.15586366004272773,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",10,0.174,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",10.303030303030303,0.19396259156422835,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",10.606060606060606,0.21621452110720207,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",10.90909090909091,0.24101833311689838,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",11.212121212121213,0.2639888234782938,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",11.515151515151516,0.28697948643539123,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",11.818181818181818,0.31197186467791005,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",12.121212121212121,0.33639121916728254,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",12.424242424242424,0.3583203054361201,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",12.727272727272728,0.38167863465241025,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",13.030303030303031,0.40590900150626574,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",13.333333333333334,0.42550215619392817,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",13.636363636363637,0.4460409058734261,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",13.93939393939394,0.4675708863753767,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",14.242424242424242,0.48500495146419503,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",14.545454545454547,0.5017661094209291,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",14.84848484848485,0.5191064282170398,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",15.151515151515152,0.5354283009175195,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",15.454545454545455,0.550599851849303,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",15.757575757575758,0.5662012378660557,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",16.060606060606062,0.5812349180532327,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",16.363636363636363,0.5925395609054664,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",16.666666666666668,0.6040640452660856,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",16.96969696969697,0.6158126463952144,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",17.272727272727273,0.626616622432033,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",17.575757575757578,0.6374776314071848,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",17.87878787878788,0.6485268708499035,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",18.181818181818183,0.6574758795630158,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",18.484848484848484,0.6650039512231506,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",18.78787878787879,0.6726182098166714,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",19.09090909090909,0.6797056574615354,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",19.393939393939394,0.6854222300393962,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",19.6969696969697,0.6911868761275087,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",20,0.6970000000000001,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",20.303030303030305,0.7030009735577383,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",20.606060606060606,0.7090536086181097,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",20.90909090909091,0.715158349927426,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",21.21212121212121,0.7174237770622984,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",21.515151515151516,0.7180296073486391,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",21.81818181818182,0.7186359491799542,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",22.12121212121212,0.7210395121239895,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",22.424242424242426,0.7261636364334153,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",22.727272727272727,0.7313241722025389,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",23.03030303030303,0.7361208938869743,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",23.333333333333336,0.737330925369459,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",23.636363636363637,0.7385429457059226,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",23.93939393939394,0.7397569581653216,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",24.242424242424242,0.739028311451688,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",24.545454545454547,0.7378154946586256,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",24.848484848484848,0.7366046680264806,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",25.151515151515152,0.73539253745721,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",25.454545454545457,0.7341791159347234,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",25.757575757575758,0.7329676964065144,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",26.060606060606062,0.7318786320638543,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",26.363636363636363,0.7312720941354216,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",26.666666666666668,0.7306660588218482,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",26.96969696969697,0.7300605257066362,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",27.272727272727273,0.7335227299319202,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",27.575757575757578,0.7374568136190008,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",27.87878787878788,0.741411994863112,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",28.181818181818183,0.7385775519692315,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",28.484848484848484,0.7312652180723904,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",28.78787878787879,0.7240252735402419,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",29.090909090909093,0.71545957067472,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",29.393939393939394,0.7037835541503252,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",29.6969696969697,0.6922980669450043,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G8P4,DSM22959,"A. muciniphila
(DSM22959)",30,0.681,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",0,7.000000000000005e-5,WCA,NA,NA,NA,TRUE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",0.30303030303030304,1.496044264247468e-4,WCA,NA,NA,NA,TRUE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",0.6060606060606061,2.7447217218101434e-4,WCA,NA,NA,NA,TRUE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",0.9090909090909092,4.7034009850784454e-4,WCA,NA,NA,NA,TRUE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",1.2121212121212122,7.77579124336473e-4,WCA,NA,NA,NA,TRUE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",1.5151515151515151,0.0012595151960678587,WCA,NA,NA,NA,TRUE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",1.8181818181818183,0.0020154815861104765,WCA,NA,NA,NA,TRUE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",2.121212121212121,0.003201292768122584,WCA,NA,NA,NA,TRUE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",2.4242424242424243,0.005061359800078443,WCA,NA,NA,NA,TRUE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",2.7272727272727275,0.007979066611965924,WCA,NA,NA,NA,TRUE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",3.0303030303030303,0.012284968045484363,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",3.3333333333333335,0.015532176639905845,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",3.6363636363636367,0.019632836543700686,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",3.9393939393939394,0.02481125707248305,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",4.242424242424242,0.02868646830325295,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",4.545454545454546,0.03243713486230228,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",4.848484848484849,0.03667699569544748,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",5.151515151515151,0.04097158858017975,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",5.454545454545455,0.045218263112901405,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",5.757575757575758,0.049904351547734385,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",6.0606060606060606,0.05513032632477906,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",6.363636363636364,0.0611464333771896,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",6.666666666666667,0.06781821669957562,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",6.96969696969697,0.07521713635195006,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",7.272727272727273,0.08190711666164356,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",7.575757575757576,0.08901009352927484,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",7.878787878787879,0.09672851385767513,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",8.181818181818182,0.105032460099449,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",8.484848484848484,0.11398855129445148,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",8.787878787878789,0.12370781748476146,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",9.090909090909092,0.1351760083790745,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",9.393939393939394,0.15008102889969552,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",9.696969696969697,0.16662868301359385,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",10,0.185,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",10.303030303030303,0.20557503670104343,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",10.606060606060606,0.22843748970537367,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",10.90909090909091,0.25384166103055544,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",11.212121212121213,0.2763711872529593,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",11.515151515151516,0.2982791520001305,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",11.818181818181818,0.321923323005612,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",12.121212121212121,0.34510540743669577,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",12.424242424242424,0.36623193170663343,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",12.727272727272728,0.38865150877845756,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",13.030303030303031,0.4119110071803016,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",13.333333333333334,0.4315178029833761,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",13.636363636363637,0.4520577156898113,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",13.93939393939394,0.4735751537365635,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",14.242424242424242,0.48876656921124206,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",14.545454545454547,0.5025663954668533,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",14.84848484848485,0.5167557899681307,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",15.151515151515152,0.5311456625235739,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",15.454545454545455,0.5457306080515972,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",15.757575757575758,0.5607159947771652,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",16.060606060606062,0.5751199405059526,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",16.363636363636363,0.5858378583347215,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",16.666666666666668,0.5967554906482104,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",16.96969696969697,0.6078765588665723,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",17.272727272727273,0.6170392943869893,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",17.575757575757578,0.62609635790548,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",17.87878787878788,0.6352863482820232,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",18.181818181818183,0.6431215586656791,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",18.484848484848484,0.6500499770475958,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",18.78787878787879,0.657053027909725,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",19.09090909090909,0.6634388090002822,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",19.393939393939394,0.6682574597623377,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",19.6969696969697,0.6731111053803043,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",20,0.6779999999999999,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",20.303030303030305,0.6828091396718575,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",20.606060606060606,0.6876523876575815,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",20.90909090909091,0.6925299858667763,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",21.21212121212121,0.6952684152306432,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",21.515151515151516,0.6970844591159571,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",21.81818181818182,0.6989052460376417,WCA,NA,NA,NA,FALSE
WCA,With mucin,A. muciniphila,G9P4,DSM22959,"A. muciniphila
(DSM22959)",22.12121212121212,0.7008447802071698,WCA,NA,NA,NA,FALSE
